question_type,has_solution,exam_year,semester,moed,question_number,url,data_resource,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,number_of_possible_answers,topics_covered,dataset,translated_separately,question_in_hebrew,answer_in_hebrew,orig_answer_in_eng,should_translate,question_id,comments
C,True,2004,b,"a,b",4,https://docs.google.com/document/d/1LSxoxH2sEItqkTRlrCstcMk02LN676Jz,TAU,8,na,C,na,5,"a,k",na,1.0,"נגדיר מודל חישובי חדש בו נרצה למיין מערכים של מספרים בשם Only-Adjacent-Swaps. במודל אסור להחליף בין שני איברים כלשהם במערך,אלא רק בין זוג איברים סמוכים. אלגוריתם המיון המהיר ביותר במודל החדש רץ בזמן:
א. Θ(n log n) 
ב. Θ(n log2 n)
*ג. Θ(n2)
ד. Θ(n2 log n)
ה. Θ(n3)",מערך הממוין בסדר הפוך ידרוש Θ(n2) פעולות החלפה,,,,
C,True,2004,b,"a,b",5,https://docs.google.com/document/d/1LSxoxH2sEItqkTRlrCstcMk02LN676Jz,TAU,9,"Given an Order-Statistics Tree as defined in class, with the additional field size (i.e., the size of a node x is the number of nodes, including x, in the subtree for which x is the root). In how much time can we print the k nodes in the tree with the largest size field? It is allowed to assume that $k < n^{0.5}$.
A. \(\Theta(n)\).
B. \(\Theta(n \log n)\).
C. \(\Theta(k \log n)\).
D. \(\Theta(k \log k)\).
E. \(\Theta(k)\).",D,"
Similar to printing the $k$ largest elements from a max heap, we will use an auxiliary heap, which will contain the candidates for printing. At each step, we will print the maximum of the auxiliary heap, remove it from the auxiliary heap, and insert its two children from the tree into the auxiliary heap.
",5,p,tested,1.0,"נתון עץ Order-Statistics כפי שהוגדר בכיתה, עם השדה הנוסף size (כלומר size של צומת x הוא מספר הצמתים, כולל x, בתת העץ שזה ש-x הוא השורש שלו). בכמה זמן ניתן להדפיס את k הצמתים בעץ להם שדה size גדול ביותר. מותר להניח ש k < n^0.5.
א. Θ(n).
ב. Θ(n log n).
ג. Θ(k log n).
*ד. Θ(k log k).
ה. Θ(k).","בדומה להדפסת k האיברים הגדולים ביותר בערימת מקסימום. נשתמש בערימת עזר, שתכיל את המועמדים להדפסה, ובכל שלב נדפיס את המקסימלי של ערימת עזר, נמחק אותו מערימת העזר, ואת שני בניו מהעץ נכניס במקומו לערימת העזר.",,,,
C,True,2004,b,"a,b",6,https://docs.google.com/document/d/1LSxoxH2sEItqkTRlrCstcMk02LN676Jz,TAU,8,"\begin{quote}
We want a data structure that supports the operations Insert, Delete, and Find.

Two data structures are proposed:
The first supports all operations in W.C. time \( O(n) \) and in Amortized time per operation \( O(1) \).
The second supports all operations in W.C. time \( O(\log n) \) and in Amortized time per operation \( O(\log N) \).

We remind that \( n \) describes the number of elements in the structure, and \( N \) describes the number of operations performed on the structure.

The structure is needed for an algorithm that performs \( N \) operations on the structure. The structure is initialized to an empty state. At the beginning of the algorithm's run, \( N/10 \) insert operations are performed on it.

Which of the two structures is preferable in order to achieve the lowest W.C. time for the algorithm?
\begin{itemize}
    \item [a.] The first.
    \item [b.] The second.
    \item [c.] The answer for \( n = N/2 \) is different from the answer for \( n = N/4 \).
    \item [d.] None of the above answers.
\end{itemize}
\end{quote}",A,The first requires total time $O(N)$. The second requires total time $O(N \log N)$.,4,b,tested,1.0,"רוצים מבנה נתונים שתומך בפעולות Insert, Delete ו-Find.
מוצעים שני מבנים:
הראשון תומך בכל הפעולות בזמן W.C. O(n) ובזמן Amortized לפעולה O(1).
השני תומך בכל הפעולות בזמן W.C. O(log n) ובזמן Amortized לפעולה O(log N).
נזכיר ש-n מתאר את מספר האיברים במבנה, ו-N מתאר את מספר הפעולות שבוצעו על המבנה.

המבנה דרוש לאלגוריתם שמבצע N פעולות על המבנה. המבנה מאותחל למצב ריק. בתחילת ריצת האלגוריתם מבוצעות עליו N/10פעולות insert.

איזה משני המבנים עדיף, על מנת  להשיג זמן W.C. הנמוך ביותר לאלגוריתם?
*א. הראשון.
ב. השני.
ג. התשובה עבור n = N/2שונה מהתשובה עבור n = N/4.
ד. אף אחת מהתשובות הנ""ל.",הראשון דורש זמן כולל O(N). השני דורש זמן כולל O(N log N) .,,,,
C,True,2004,b,"a,b",7,https://docs.google.com/document/d/1LSxoxH2sEItqkTRlrCstcMk02LN676Jz,TAU,9,"
We are interested in the following problem:
Input: An array of size $n$.
Question: Are there 2 values in the array such that the number of their occurrences together is exactly 2004?

We want an algorithm that will solve the problem in the shortest expected time.
It can be done in expected time:
A. $\Theta(\log(n))$
B. $\Theta(n)$ 
C. $\Theta(n\log(n))$
D. $\Theta(n^2)$
E. None of the above
",B,"\noindent
Insert all elements into a Hash table of size $n$ (collision resolution using linked lists) in expected time $O(n)$. Duplicate values will be stored in the same list element by a counter. \\
The counters are integers between $1$ and $n$, so they can be sorted in an array using counting sort (CountSort) in time $O(n)$. Now, with the help of two indices, one can traverse the array from the beginning and the end, and check if there are two elements in the array whose sum is $2004$. \\",5,a,tested,1.0,"נתעניין בבעיה הבאה:
קלט: מערך בגודל n.
שאלה: האם יש במערך 2 ערכים שמספר המופעים של שניהם יחד הוא בדיוק 2004.

רוצים אלגוריתם שיפתור את הבעיה בתוחלת זמן הקצרה ביותר.
ניתן לעשות זאת בתוחלת זמן:
א. θ(log(n))
*ב. θ(n) 
ג. θ(nlog(n))
ד. θ(n^2)
ה. אף אחד מהנ""ל","נכניס את כל האיברים לטבלת Hash בגודל n (פתרון התנגשויות על ידי רשימות מקושרות) בתוחלת זמן O(n) . ערכים כפולים נשמור באותו איבר ברשימה על ידי מונה.
המונים הם שלמים בין 1 ל-n לכן אפשר למיין אותם במערך על ידי מיון מניה (CountSort) בזמן O(n). עכשיו בעזרת שני אינדקסים אפשר לרוץ על המערך מההתחלה ומהסוף, ולבדוק האם יש שני איברים במערך שסכומם 2004.",,,,
C,True,2004,b,"a,b",8,https://docs.google.com/document/d/1LSxoxH2sEItqkTRlrCstcMk02LN676Jz,TAU,8,"The recurrence formula for the running time of the Select algorithm (finding any order statistic in an unsorted array) is: \( T(n) \leq T(n/5) + T(7n/10 + c) + O(n) \) (where \( c \) is some constant).

We change the Select operation so that in the first step the division is into triplets instead of quintets. The updated recurrence formula will be:
\begin{enumerate}
    \item \( T(n) \leq T(n/3) + T(n/3 + c') + O(n) \) (where \( c' \) is some constant).
    \item \( T(n) \leq T(n/3) + T(2n/3 + c') + O(n) \) (where \( c' \) is some constant).
    \item \( T(n) \leq T(2n/3) + T(2n/3 + c') + O(n) \) (where \( c' \) is some constant).
    \item \( T(n) \leq T(n/3) + T(5n/6 + c') + O(n) \) (where \( c' \) is some constant).
    \item \( T(n) \leq T(n/3) + T(7n/6 + c') + O(n) \) (where \( c' \) is some constant).
    \item \( T(n) \leq T(n/3) + T(7n/10 + c') + O(n) \) (where \( c' \) is some constant).
\end{enumerate}",B,"
Finding the median of medians of the triplets: \( EMBED \ \text{Equation.DSMT4} \). It is guaranteed that at least (almost) \( n/3 \) of the elements are eliminated for the next step.
",6,m,untested,1.0,"נוסחת הנסיגה של זמן הריצה של התכנית Select (מציאת סדר סטטיסטי כלשהו במערך לא ממוין) היא: T(n) <= T(n/5) + T(7n/10 + c) + O(n)
 (c קבוע כלשהו).
נשנה את פעולת Select כך שבשלב הראשון החלוקה תהיה לשלישיות במקום לחמישיות. נוסחת הנסיגה המעודכנת תהיה:
א. T(n) <= T(n/3) + T(n/3 + c) + O(n) (c' קבוע כלשהו).
*ב. T(n) <= T(n/3) + T(2n/3 + c) + O(n) (c' קבוע כלשהו).
ג. T(n) <= T(2n/3) + T(2n/3 + c) + O(n) (c' קבוע כלשהו).
ד. T(n) <= T(n/3) + T(5n/6 + c) + O(n) (c' קבוע כלשהו).
ה. T(n) <= T(n/3) + T(7n/6 + c) + O(n) (c' קבוע כלשהו).
ו. T(n) <= T(n/3) + T(7n/10 + c) + O(n) (c' קבוע כלשהו).",מציאת חציון החציונים של השלשות:  EMBED Equation.DSMT4  . מובטח שלפחות (כמעט) n/3  מהאיברים מסולקים לקראת השלב הבא.,,,,
A,True,2004,b,"a,b",9.a,https://docs.google.com/document/d/1LSxoxH2sEItqkTRlrCstcMk02LN676Jz,TAU,7,na,na,na,na,na,na,1.0,"רוצים אלגוריתם יעיל ככל הניתן לבעיה הבאה:
קלט: n קטעים על הישר (כלומר n זוגות של נקודות התחלה וסיום).
שאלה: האם יש שלושה  קטעים בקלט שיש להם לפחות נקודת חיתוך אחת משותפת?","תאור האלגוריתם וניתוח זמן ריצה:
בונים מערך שמכיל את כל נקודות הקצה של כל הקטעים. מסמנים לכל נקודה אם היא הייתה נקודת התחלה או נקודת סיום. ראשית, ממיינים את המערך כך שהנקודות יהיו מסודרות משמאל לימין. אם יש ""תיקו"", כלומר נקודות שוות, אז שמים במערך את נקודות ההתחלה לפני נקודות הסיום. שנית, סורקים את המערך, ובכל שלב שומרים את מס' נקודות ההתחלה שעברנו פחות מס' נקודות הסיום שעברנו, פשוט ע""י הפחתה של 1 ממונה כשעוברים נק' סיום, והוספה של 1 בנק' התחלה. קל לראות שהמונה שווה בדיוק למס' הקטעים שהנק' הנוכחית נמצאת בהם, קל גם לראות שאם יש 3 קטעים שיש להם נקודה משותפת, אזי יש נקודה כזאת שהיא בפרט נק' קצה של קטע. לכן צריך להחזיר 'כן' אם ורק אם המונה מגיע באיזשהו שלב לערך שהוא לפחות 3. המיון לוקח זמן O(nlogn) והמעבר לוקח זמן לינארי, אז סה""כ זמן O(nlogn).

טעויות נפוצות: 1. היו פתרונות שמיינו את הקטעים לפי נק' התחלה, ואז בדקו אם ישנם שלושה קטעים סמוכים במערך שנחתכו באותה נקודה. זהו פתרון שגוי מכיוון שיכול להיות שיש שלשת קטעים שנחתכים באותה נק' בעוד שאין שלשה כזו של קטעים עם נק' התחלה שמוכות. למשל כמו בדוגמה הבאה:





2. היו גם פתרונות שבדקו רק אם יש שלשת קטעיםעוקבים שבה הראשון נחתך עם השני והשני נחתך עם השלישי, אך לא בדקו ששלושתם נחתכים בנקודה אחת. ",,,,
A,True,2004,b,"a,b",9.b,https://docs.google.com/document/d/1LSxoxH2sEItqkTRlrCstcMk02LN676Jz,TAU,10,na,na,na,na,na,na,1.0,"רוצים אלגוריתם יעיל ככל הניתן לבעיה הבאה:
קלט: n קטעים על הישר (כלומר n זוגות של נקודות התחלה וסיום).
שאלה: האם יש n/2 קטעים שיש להם לפחות נקודה אחת משותפת?","תאור האלגוריתם וניתוח זמן ריצה:
אותו פתרון מסעיף א' עובד גם כאן, רק שצריך לבדוק עבור הערך  EMBED Equation.DSMT4   במקום הערך 3. ",,,,
A,True,2004,b,"a,b",9.c,https://docs.google.com/document/d/1LSxoxH2sEItqkTRlrCstcMk02LN676Jz,TAU,9,na,na,na,na,na,na,1.0,"האם ניתן למיין n מספרים a1,…,an מהתחום [0,2] בזמן W.C. O(n) אם 
לכל i≠j מתקיים |ai-aj|>1/n2 ?","תשובה: כן

הוכחה:
לכל מספר ai ""נצמיד"" מספר ni כך שיתקיים ni/2n2<= ai<= (ni+1)/2n2. מהמנתון נקבל כי כל המספרים ni, הינם שונים, וברור כי מיון המספרים ni נותן מיון של המספרים ai. את המספרים ni ניתן למיין ב O(n) כפי שראינו בתרגול.",,,,
A,True,2004,b,"a,b",9.d,https://docs.google.com/document/d/1LSxoxH2sEItqkTRlrCstcMk02LN676Jz,TAU,7,na,na,na,na,na,na,1.0,"תנו חסם תחתון במודל ההשוואות לבעיה האם ניתן למיין n מספרים a1,…,an מהתחום [0,2] בזמן W.C. O(n) אם 
לכל i≠j מתקיים |ai-aj|>1/n2","החסם:     nlogn

הוכחה:

במיון בהשוואות לא משנה מה הם ערכי האיברים, כי בהוכחת החסם התחתון משתמשים רק בעובדה שמותר רק להשוות זוגות איברים ועלות השוואה של שני מספרים היא פעולה אחת.   בשאלה הנידונה אפשר לראות שמספר האברים השונים זה מזה הינו N ולכן מספר הסדרים האפשריים, כמו בהוכחה המקורית הינו N!.  לכן ההוכחה המקורית תופסת גם כאן.",,,,
C,True,2005,a,a,1,https://docs.google.com/document/d/1Ze9Vu1t-M8eGfSRY5m6GdpbIz9KUxnzN,TAU,7,na,A,na,5,"a,k",na,1.0,"נתון מערך A ובו n  נתונים. בשאלה זו המשמעות של החלפה היא הפעולה Swap(i,j), כלומר החלפת איבר במקום כלשהו i במערך עם איבר המופיע במקום אחר j. נניח רוצים לתכנן אלגוריתם במודל ההשוואות שיבצע מספר קטן ככל האפשר של החלפות במערך (מספר ההשוואות אינו מעניין במקרה זה). מספר ההחלפות אותן מבצע האלגוריתם הטוב ביותר במקרה הגרוע ביותר הוא ?
א. θ(n)
ב. θ(nlog(n)) 
ג. θ(n^2)
ד. θ(n^0.5)
ה. θ(log(n)).",א. Selection sort,,,,
C,True,2005,a,a,2,https://docs.google.com/document/d/1Ze9Vu1t-M8eGfSRY5m6GdpbIz9KUxnzN,TAU,8,na,B,na,5,a,na,1.0,"תהא T(n) פונקציה המקיימת: T(n) = T(log(n)) + 1. נגדיר 
A(n) = log(T(n)) ו B(n) = T(log(n)). מה מהבאים נכון?
א. A = θ(B).
ב. A = o(B).
ג. A = w(B).
ד. התשובה תלויה ב-n.
ה. אף אחד מהנ""ל.",ב. כי B(n)=T(n)-1 A(n)=log(T(n)),,,,
C,True,2005,a,a,3,https://docs.google.com/document/d/1Ze9Vu1t-M8eGfSRY5m6GdpbIz9KUxnzN,TAU,9,na,B,na,5,"a,i",na,1.0,"השאלה הבאה מתייחסת לאלגוריתם המיון הבא המקבל מערך בגודל n (עם איברים a1,...,a2):
הגרל שני אינדקסים i,j i!=j בהסתברות אחידה מהמספרים 1,...,n. נניח בלי הגבלת הכלליות כי ai<aj.
חלק את המערך לשלושה חלקים כך שבחלקו השמאלי יהיו האיברים הקטנים מ ai, בחלקו הימני האיברים הגדולים-שווים מaj  ובחלקו האמצעי האיברים שקטנים מ aj וגדולים שווים מ ai.
הפעל את האלגוריתם רקורסיבית על כל אחד משלושת החלקים.
שימו לב: את השלב השני ניתן לבצע בO(n)  בדומה לפעולת ה Partition של QuickSort.
מהי תוחלת זמן הריצה של האלגוריתם?
א. θ(n)
ב. θ(nlog(n)) 
ג. θ(n^2)
ד. θ(n^2log(n))
ה. θ(n^(log(3)/log(2))).",ב. זהו quicksort,,,,
C,True,2005,a,a,4,https://docs.google.com/document/d/1Ze9Vu1t-M8eGfSRY5m6GdpbIz9KUxnzN,TAU,9,"
What is the height of the decision tree of the HeapSort sorting algorithm on an array of size \( n \)?
A. \( \theta(n) \)
B. \( \theta(n \log n) \)
C. \( \theta(n^2) \)
D. \( \theta(n!) \)
E. \( \theta((n!) \log n) \)
F. The HeapSort sorting algorithm does not fit the comparison model, thus the question is meaningless.
",B,"
b. Because this is the worst case complexity of the number of comparisons in this algorithm.
",6,"a,k",untested,1.0,"מהו הגובה של עץ ההחלטות של אלגוריתם המיון HeapSort על מערך בגודל n?
א. θ(n)
ב. θ(nlog(n)) 
ג. θ(n^2)
ד. θ(n!)
ה. θ((n!)*log(n))
ו. אלגוריתם המיון HeapSort לא מתאים למודל ההשוואות ולכן השאלה חסרת משמעות.",ב. כי זוהי סבוכיות הworst case  של מספר ההשוואות באלגוריתם זה.,,,,
